2022	6	24	15	13	36	5527	2852	1001428	93
2022	6	24	15	13	49	5528	2852	1001437	93
2022	6	24	15	14	4	5524	2851	1001398	93
2022	6	24	15	14	22	5527	2847	1001335	93
2022	6	24	15	14	41	5520	2844	1001096	93
2022	6	24	15	14	54	5512	2847	1001104	93
2022	6	24	15	15	6	5505	2845	1001028	93
2022	6	24	15	15	21	5506	2847	1001115	93
2022	6	24	15	15	38	5502	2849	1001072	93
2022	6	24	15	15	53	5497	2852	1000981	93
2022	6	24	15	16	5	5497	2840	1000966	93
2022	6	24	15	16	17	5504	2849	1000889	93
2022	6	24	15	16	34	5497	2844	1000896	93
2022	6	24	15	16	48	5498	2844	1000722	93
2022	6	24	15	17	2	5510	2844	1000773	93
2022	6	24	15	17	14	5514	2844	1000730	93
2022	6	24	15	17	29	5516	2847	1000773	93
2022	6	24	15	17	41	5521	2849	1000693	93
2022	6	24	15	18	2	5540	2854	1000777	93
2022	6	24	15	18	16	5539	2849	1000907	93
2022	6	24	15	18	29	5528	2852	1000947	93
2022	6	24	15	18	40	5511	2851	1000882	93
2022	6	24	15	18	51	5501	2849	1000760	93
2022	6	24	15	19	8	5504	2852	1000801	93
2022	6	24	15	19	25	5506	2851	1000877	93
2022	6	24	15	19	37	5507	2854	1000807	93
2022	6	24	15	19	49	5528	2856	1000848	93
2022	6	24	15	20	0	5534	2859	1000862	93
2022	6	24	15	20	15	5525	2859	1000907	93
2022	6	24	15	20	40	5512	2861	1000826	93
2022	6	24	15	20	57	5510	2858	1000782	93
2022	6	24	15	21	8	5505	2863	1000772	93
2022	6	24	15	21	25	5505	2858	1000820	93
2022	6	24	15	21	42	5501	2859	1000709	93
2022	6	24	15	22	6	5501	2858	1000669	93
2022	6	24	15	22	52	5511	2856	1000718	93
2022	6	24	15	23	30	5522	2861	1000745	93
2022	6	24	15	23	41	5904	2941	1003738	93
2022	6	24	15	23	58	5990	2976	1005716	93
2022	6	24	15	24	16	5626	2939	1004325	93
2022	6	24	15	24	33	5501	2927	1003522	93
2022	6	24	15	24	44	5473	2920	1003246	93
2022	6	24	15	25	0	5434	2910	1002889	93
2022	6	24	15	25	18	5432	2903	1002440	93
2022	6	24	15	25	29	5432	2898	1002195	93
2022	6	24	15	25	44	5437	2892	1001998	93
2022	6	24	15	26	3	5443	2887	1001716	93
2022	6	24	15	26	17	5453	2885	1001545	93
2022	6	24	15	26	32	5453	2878	1001338	93
2022	6	24	15	26	45	5471	2877	1001069	93
2022	6	24	15	26	59	5470	2871	1000873	93
2022	6	24	15	27	10	5467	2870	1000770	93
2022	6	24	15	27	23	5482	2861	1000528	93
2022	6	24	15	27	40	5492	2859	1000366	93
2022	6	24	15	28	0	5505	2854	1000117	93
2022	6	24	15	28	16	5510	2851	999769	93
2022	6	24	15	28	30	5520	2852	999828	93
2022	6	24	15	28	47	5516	2852	999728	93
2022	6	24	15	28	59	5524	2849	999641	93
2022	6	24	15	29	15	5532	2847	999430	93
2022	6	24	15	29	27	5538	2842	999359	93
2022	6	24	15	29	41	5543	2842	999106	93
2022	6	24	15	29	56	5547	2837	998992	93
2022	6	24	15	30	8	5557	2837	998755	93
2022	6	24	15	30	19	5559	2833	998836	93
2022	6	24	15	30	31	5571	2835	998793	93
2022	6	24	15	30	47	5583	2831	998821	93
2022	6	24	15	31	10	5587	2830	998628	93
2022	6	24	15	31	21	5577	2831	998631	93
2022	6	24	15	31	33	5593	2828	998603	93
2022	6	24	15	31	44	5593	2828	998600	93
2022	6	24	15	31	56	5602	2831	998623	93
2022	6	24	15	32	8	5590	2830	998549	93
2022	6	24	15	32	27	5605	2828	998539	93
2022	6	24	15	32	41	5600	2824	998416	93
2022	6	24	15	32	58	5604	2824	998303	93
2022	6	24	15	33	13	5616	2824	998314	93
2022	6	24	15	33	24	5622	2826	998323	93
2022	6	24	15	33	39	5622	2823	998303	93
2022	6	24	15	33	51	5620	2826	998154	93
2022	6	24	15	34	7	5634	2821	998047	93
2022	6	24	15	34	18	5630	2824	998085	93
2022	6	24	15	34	30	5631	2823	998146	93
2022	6	24	15	34	50	5638	2817	997940	93
2022	6	24	15	35	2	5644	2821	998069	93
2022	6	24	15	35	14	5646	2819	998111	93
2022	6	24	15	35	26	5641	2824	998120	93
2022	6	24	15	35	39	5640	2824	998099	93
2022	6	24	15	35	51	5638	2826	998130	93
2022	6	24	15	36	3	5645	2824	998173	93
2022	6	24	15	36	22	5642	2823	998188	93
2022	6	24	15	36	34	5646	2821	998058	93
2022	6	24	15	36	49	5640	2821	997964	93
2022	6	24	15	37	6	5653	2821	997957	93
2022	6	24	15	37	19	5650	2824	998025	93
2022	6	24	15	37	32	5652	2823	998051	93
2022	6	24	15	37	44	5659	2823	997862	93
2022	6	24	15	38	2	5655	2821	997891	93
2022	6	24	15	38	20	5667	2819	997837	93
2022	6	24	15	38	39	5668	2817	997773	93
2022	6	24	15	38	50	5668	2816	997767	93
2022	6	24	15	39	5	5661	2816	997751	93
2022	6	24	15	39	20	5668	2821	997758	93
2022	6	24	15	39	33	5670	2816	997767	93
2022	6	24	15	39	43	5668	2819	997708	93
2022	6	24	15	39	57	5666	2816	997618	93
2022	6	24	15	40	9	5671	2817	997630	93
2022	6	24	15	40	20	5666	2816	997636	93
2022	6	24	15	40	32	5676	2817	997678	93
2022	6	24	15	40	43	5677	2817	997676	93
2022	6	24	15	40	56	5672	2817	997735	93
2022	6	24	15	41	7	5676	2816	997549	93
2022	6	24	15	41	20	5667	2817	997561	93
2022	6	24	15	41	32	5675	2814	997487	93
2022	6	24	15	41	47	5672	2814	997602	93
2022	6	24	15	42	16	5675	2814	997479	93
2022	6	24	15	42	32	5676	2814	997316	93
2022	6	24	15	42	44	5681	2810	997287	93
2022	6	24	15	42	56	5686	2812	997406	93
2022	6	24	15	43	21	5686	2816	997542	93
2022	6	24	15	43	32	5686	2814	997489	93
2022	6	24	15	43	51	5682	2817	997358	93
2022	6	24	15	44	2	5678	2814	997415	93
2022	6	24	15	44	13	5684	2816	997360	93
2022	6	24	15	44	28	5676	2816	997277	93
2022	6	24	15	44	40	5692	2812	997313	93
2022	6	24	15	44	53	5688	2816	997291	93
2022	6	24	15	45	6	5690	2814	997229	93
2022	6	24	15	45	20	5692	2814	997258	93
